compound_id,name,aliases,structural_class,class_key,subfamily,ring_of_the_acid,smiles,inchikey,iupac_name,molecular_formula,mw,stereochemistry,structure_confidence,structure_verified,n_measurements
SU14,6'-(pentane-1-sulfonamidyl) luciferin,compound 12a (Sharma 2019); n-pentyl sulfonamidyl luciferin,6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),CCCCCS(=O)(=O)Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,JVFMSGBERGVPSM-GFCCVEGCSA-N,"(S)-2-(6-(pentylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C16H19N3O4S3,413.55,,high,confirmed,9
SU15,6'-(trifluoromethanesulfonamidyl) luciferin,compound 43a (Sharma 2019); triflamidyl luciferin,6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NS(=O)(=O)C(F)(F)F)cc3s2)=N1,LBYGWNYZRFCDOZ-SSDOTTSWSA-N,"(S)-2-(6-(trifluoromethylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C12H8F3N3O4S3,411.41,,high,confirmed,9
SU16,6'-methanesulfonamidyl luciferin,compound 3a (Sharma 2019); mesyl luciferin,6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),CS(=O)(=O)Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,KBNILPFFKWXRTC-MRVPVSSYSA-N,"(S)-2-(6-(methylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C12H11N3O4S3,357.44,,high,confirmed,10
SP01,6'-(methylsulfanyl) luciferin,6'-S-methyl luciferin; 6'-thiomethylluciferin; compound 10a (Sharma 2017),Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,thiazoline (natural),CSc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,VQZWYPNOHNJPPZ-MRVPVSSYSA-N,"(S)-2-(6-(methylthio)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C12H10N2O2S3,310.43,,high,confirmed,9
SP02,6'-(methylsulfinyl) luciferin,compound 11a (Sharma 2017); 6'-methylsulfoxide luciferin,Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,thiazoline (natural),CS(=O)c1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,LOMBGXWYYBKPCS-PMLQENADSA-N,"(4S)-2-(6-(methylsulfinyl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C12H10N2O3S3,326.42,unknown,high,confirmed,3
SP03,6'-(methylsulfonyl) luciferin,compound 12a (Sharma 2017); 6'-methylsulfone luciferin,Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,thiazoline (natural),CS(=O)(=O)c1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,IEGPORHMPRZSLO-MRVPVSSYSA-N,"(S)-2-(6-(methylsulfonyl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C12H10N2O4S3,342.42,,high,confirmed,3
SP04,6'-(phenylsulfanyl) luciferin,6'-thiophenyl luciferin; compound 13a (Sharma 2017),Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(Sc4ccccc4)cc3s2)=N1,QHXHXJNLPPRNDM-CYBMUJFWSA-N,"(S)-2-(6-(phenylthio)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C17H12N2O2S3,372.5,,high,confirmed,0
SP05,6'-Chloroluciferin,6-chloroluciferin,Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,thiazoline (natural),O=C(O)C1CSC(c2nc3ccc(Cl)cc3s2)=N1,RXHBNUVQXKKVQM-UHFFFAOYSA-N,"2-(6-chloro-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C11H7ClN2O2S2,298.78,unknown,high,confirmed,1
SP06,6'-deoxyLuc,"2-(benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid; 6'-deoxyluciferin; compound 19c in Meroni et al. 2009; deshydroxyluciferin",Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccccc3s2)=N1,SVVRFTXLHTTYAG-SSDOTTSWSA-N,"(4S)-2-(1,3-Benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C11H8N2O2S2,264.33,,high,unverified,5
SP07,6'-Ethoxyluciferin,6-ethoxyluciferin,Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,thiazoline (natural),CCOc1ccc2nc(C3=NC(C(=O)O)CS3)sc2c1,BUGLOFJKLPGHFK-UHFFFAOYSA-N,"2-(6-ethoxy-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C13H12N2O3S2,308.38,unknown,high,confirmed,1
SP08,6'-Methoxydehydroluciferin,6-methoxydehydroluciferin,Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,aromatic thiazole,COc1ccc2nc(-c3nc(C(=O)O)cs3)sc2c1,RSHSNCAMMAJTCM-UHFFFAOYSA-N,"2-(6-methoxy-1,3-benzothiazol-2-yl)-1,3-thiazole-4-carboxylic acid",C12H8N2O3S2,292.34,,high,confirmed,1
SP09,6'-methoxyLuc,6'-OMe-luciferin; 6'-methoxyluciferin; 6-methyl ether of luciferin; compound 19a in Meroni et al. 2009; luciferin methyl ether,Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,thiazoline (natural),COc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,ZTQKCGHSTKIWFW-MRVPVSSYSA-N,"(4S)-2-(6-Methoxy-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C12H10N2O3S2,294.36,,high,confirmed,9
SP10,6'-Methylluciferin,6-methylluciferin,Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,thiazoline (natural),Cc1ccc2nc(C3=NC(C(=O)O)CS3)sc2c1,PQWRIGZZFUERBN-UHFFFAOYSA-N,"2-(6-methyl-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C12H10N2O2S2,278.36,unknown,high,confirmed,1
SP11,D-Thioluciferin,6'-mercaptoluciferin; 6'-thio analogue of D-luciferin; 6'-thio-D-luciferin; compound 3 (Rylands & Jardine); compound 3 in Rylands & Jardine 2020,Other 6'-heteroatom-substituted luciferins,sixprime,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(S)cc3s2)=N1,NAZLHJNBNGKBQP-SSDOTTSWSA-N,"(4R)-2-(6-sulfanyl-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C11H8N2O2S3,296.4,,high,confirmed,7
RS01,"""4-Hydroxyluciferin"" positional isomer (White & Woerther 1966 compound 2)",2-(4-hydroxy-2-benzothiazolyl)-delta-2-thiazoline-4-carboxylic acid; 4-hydroxy analog of firefly luciferin; compound 2,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)C1CSC(c2nc3c(O)cccc3s2)=N1,KZABRFDXAOGZKO-UHFFFAOYSA-N,"(4RS)-2-(4-hydroxy-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid (racemic)",C11H8N2O3S2,280.33,racemate,high,confirmed,2
RS02,"""5-Hydroxyluciferin"" (White & Woerther 1966 compound 3)",2-(5-hydroxy-2-benzothiazolyl)-delta-2-thiazoline-4-carboxylic acid; compound 3,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)C1CSC(c2nc3cc(O)ccc3s2)=N1,IGXWBGJHJZYPQS-UHFFFAOYSA-N,"(4RS)-2-(5-hydroxy-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid (racemic)",C11H8N2O3S2,280.33,racemate,high,confirmed,2
RS03,"""7-Hydroxyluciferin"" (White & Woerther 1966 compound 4)",2-(7-hydroxy-2-benzothiazolyl)-delta-2-thiazoline-4-carboxylic acid; compound 4,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)C1CSC(c2nc3cccc(O)c3s2)=N1,HEYMYHOTRPYEPY-UHFFFAOYSA-N,"(4RS)-2-(7-hydroxy-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid (racemic)",C11H8N2O3S2,280.33,racemate,high,confirmed,2
RS04,4'-BrLuc,4'-bromoluciferin (name as abbreviated in the paper); 4prime-BrLuc; bromo-D-luciferin (C4' regioisomer),"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3c(Br)cc(O)cc3s2)=N1,NZHIIDQCZSGMLF-ZCFIWIBFSA-N,"(S)-2-(4-Bromo-6-hydroxybenzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C11H7BrN2O3S2,359.23,,high,confirmed,32
RS05,4'-DMAMeLuc,4'-[(dimethylamino)methyl] luciferin; 4prime-DMAMeLuc,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),CN(C)Cc1cc(O)cc2sc(C3=N[C@@H](C(=O)O)CS3)nc12,KATKEVZSXZONFL-SECBINFHSA-N,"(S)-2-(4-((dimethylamino)methyl)-6-hydroxybenzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylate potassium salt (free acid: (4S)-2-{4--6-hydroxy-1,3-benzothiazol-2-yl}-4,5-dihydro-1,3-thiazole-4-carboxylic acid)",C14H15N3O3S2,337.43,,high,confirmed,1
RS06,4'-MeLuc,,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),Cc1cc(O)cc2sc(C3=N[C@@H](C(=O)O)CS3)nc12,NIYJAWAPTYCFGV-SSDOTTSWSA-N,"4'-Methyl luciferin = (4S)-2-(6-hydroxy-4-methyl-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C12H10N2O3S2,294.36,,high,confirmed,0
RS07,4'-MeOHLuc,4'-(hydroxymethyl) luciferin,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3c(CO)cc(O)cc3s2)=N1,OIYKUSJPBCBHTF-SSDOTTSWSA-N,"(S)-2-(6-hydroxy-4-(hydroxymethyl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C12H10N2O4S2,310.36,,high,confirmed,1
RS08,4'-SO3HLuc,4'-(sulfonatomethyl) luciferin; 4'-sulfomethyl luciferin,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3c(CS(=O)(=O)O)cc(O)cc3s2)=N1,NBOAYRJAUFPAHR-SSDOTTSWSA-N,"(S)-2-(6-hydroxy-4-(sulfonatomethyl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylate potassium salt",C12H10N2O6S3,374.42,,high,confirmed,1
RS09,5'-Alkynyl luciferin,5'-ethynyl-D-luciferin; alkynyl luciferin; compound 2 (Steinhardt 2016),"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),C#Cc1cc2nc(C3=N[C@@H](C(=O)O)CS3)sc2cc1O,YLJXJCWXDWSYBY-MRVPVSSYSA-N,"(S)-2-(5-Ethynyl-6-hydroxybenzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C13H8N2O3S2,304.35,,high,confirmed,5
RS10,5'-BrLuc,5prime-BrLuc; bromo-D-luciferin (C5' regioisomer),"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3cc(Br)c(O)cc3s2)=N1,XIWSEKMZEBDPFR-ZCFIWIBFSA-N,"(S)-2-(5-Bromo-6-hydroxybenzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C11H7BrN2O3S2,359.23,,high,confirmed,6
RS11,5'-Chloroluciferin,21 in Meroni et al. 2009,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,,,,,,,,,unverified,1
RS12,5-Methylluciferin,18a in Meroni et al. 2009; cis/trans 5-methylluciferin,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),CC1SC(c2nc3ccc(O)cc3s2)=NC1C(=O)O,XWVFWZHCHLEHGD-UHFFFAOYSA-N,"2-(6-hydroxy-1,3-benzothiazol-2-yl)-5-methyl-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C12H10N2O3S2,294.36,racemate,high,confirmed,1
RS13,7'-Allyl-D-luciferin,1b (Kitada 2018); 7-allyl luciferin,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),C=CCc1c(O)ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc12,ORMDJQNYUDMFIT-SECBINFHSA-N,"(4S)-2-(7-allyl-6-hydroxy-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C14H12N2O3S2,320.39,,high,unverified,4
RS14,7'-BrLuc,7prime-BrLuc; bromo-D-luciferin (C7' regioisomer),"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(O)c(Br)c3s2)=N1,PTGBXHFAWNOZQD-RXMQYKEDSA-N,"(S)-2-(7-Bromo-6-hydroxybenzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C11H7BrN2O3S2,359.23,,high,confirmed,4
RS15,7'-MeLuc,,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),Cc1c(O)ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc12,YUTJZWUYHLUCEJ-SSDOTTSWSA-N,"7'-Methyl luciferin = (4S)-2-(6-hydroxy-7-methyl-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C12H10N2O3S2,294.36,,high,confirmed,0
RS16,7Cl-LH2,7'-chloro-D-luciferin,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(O)c(Cl)c3s2)=N1,SFSPXSASQRQGEC-RXMQYKEDSA-N,D-(-)-2-(7'-Chloro-6'-hydroxy-2'-benzothiazolyl)-delta-2-thiazoline-4-carboxylic acid,C11H7ClN2O3S2,314.78,,high,confirmed,10
RS17,7Cl5allyl-LH2,5'-allyl-7'-chloro-D-luciferin,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),C=CCc1cc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c(Cl)c1O,MLBCBJJMEBUENB-MRVPVSSYSA-N,D-(-)-2-(5'-Allyl-7'-chloro-6'-hydroxy-2'-benzothiazolyl)-delta-2-thiazoline-4-carboxylic acid,C14H11ClN2O3S2,354.84,,high,confirmed,10
RS18,7Cl5HM-LH2,5'-hydroxymethyl-7'-chloro-D-luciferin,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3cc(CO)c(O)c(Cl)c3s2)=N1,YGECDRCXQSJBQC-ZCFIWIBFSA-N,D-(-)-2-(7'-Chloro-6'-hydroxy-5'-hydroxymethyl-2'-benzothiazolyl)-delta-2-thiazoline-4-carboxylic acid,C12H9ClN2O4S2,344.8,,high,confirmed,10
RS19,7F-LH2,7'-fluoro-D-luciferin,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(O)c(F)c3s2)=N1,PQZHFQOXSCNALP-RXMQYKEDSA-N,D-(-)-2-(7'-Fluoro-6'-hydroxy-2'-benzothiazolyl)-delta-2-thiazoline-4-carboxylic acid,C11H7FN2O3S2,298.32,,high,confirmed,10
RS20,7F5allyl-LH2,5'-allyl-7'-fluoro-D-luciferin,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),C=CCc1cc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c(F)c1O,XTRGQNSGUYCIET-MRVPVSSYSA-N,D-(-)-2-(5'-Allyl-7'-fluoro-6'-hydroxy-2'-benzothiazolyl)-delta-2-thiazoline-4-carboxylic acid,C14H11FN2O3S2,338.39,,high,confirmed,10
RS21,7F5HM-LH2,5'-hydroxymethyl-7'-fluoro-D-luciferin,"Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3cc(CO)c(O)c(F)c3s2)=N1,KEUQFZBABMOCTP-ZCFIWIBFSA-N,D-(-)-2-(7'-Fluoro-6'-hydroxy-5'-hydroxymethyl-2'-benzothiazolyl)-delta-2-thiazoline-4-carboxylic acid,C12H9FN2O4S2,328.35,,high,confirmed,10
RS22,"Sterically modified luciferin 2b (Jones 2017, C7'-modified)","7'-(dimethylaminomethyl)luciferin (inferred); 7'-DMAMeLuc; compound 2b (Jones et al., JACS 2017)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),CN(C)Cc1c(O)ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc12,HMXUZAIODZCNAE-SECBINFHSA-N,"7'- luciferin = (4S)-2-{7--6-hydroxy-1,3-benzothiazol-2-yl}-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C14H15N3O3S2,337.43,,high,confirmed,10
RS23,"Sterically modified luciferin 2c (Jones 2017, C7'-modified)","compound 2c (Jones et al., JACS 2017)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(O)c(CN4CCOCC4)c3s2)=N1,OJTREXPXRCEBOH-LLVKDONJSA-N,"7'- luciferin = (4S)-2--4,5-dihydro-1,3-thiazole-4-carboxylic acid",C16H17N3O4S2,379.46,,high,confirmed,11
RS24,"Sterically modified luciferin 2d (Jones 2017, C7'-modified)","7'-MorPipLuc; analogue 11 (Rathbun 2017); compound 2d (Jones et al., JACS 2017)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(O)c(CN4CCC(N5CCOCC5)CC4)c3s2)=N1,PLORSEIVPOUWNB-MRXNPFEDSA-N,"7'-{methyl} luciferin = (4S)-2-(6-hydroxy-7-{methyl}-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C21H26N4O4S2,462.6,,high,confirmed,11
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","4'-MorphoLuc; analogue 2 (Rathbun 2017); compound 3b (Jones et al., JACS 2017)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",ringsubst,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3c(CN4CCOCC4)cc(O)cc3s2)=N1,BXQCKSZAQWODQD-LLVKDONJSA-N,"4'- luciferin = (4S)-2--4,5-dihydro-1,3-thiazole-4-carboxylic acid",C16H17N3O4S2,379.46,,high,confirmed,12
TZ01,"5,5-dimethyl-D-luciferin","5,5-dimethylluciferin; compound 18b in Meroni et al. 2009; dimethylluciferin",Thiazoline-ring-modified and truncated luciferins,thiazoline,benzothiazole,thiazoline (natural),CC1(C)SC(c2nc3ccc(O)cc3s2)=N[C@H]1C(=O)O,XXZCJMWSTWCVLY-VIFPVBQESA-N,"2-(6-hydroxy-1,3-benzothiazol-2-yl)-5,5-dimethyl-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C13H12N2O3S2,308.38,D_enantiomer,high,unverified,5
TZ02,Aminoseleno-D-luciferin,Se-aminoluciferin; amino selenium luciferin; compound 29 (Miller 2018 review); compound 3 (Chang 2023); compound 3c (Conley 2012); compound 4 (Jathoul 2014); compound 5 (Chang 2023b); seleno-D-aminoluciferin; selenoluciferin; selenoluciferin (loose usage),Thiazoline-ring-modified and truncated luciferins,thiazoline,benzothiazole,selenazoline,Nc1ccc2nc(C3=N[C@@H](C(=O)O)C[Se]3)sc2c1,AQIRXTPMSNSUTJ-SSDOTTSWSA-N,"aminoseleno-D-luciferin; (4S)-2-(6-amino-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-selenazole-4-carboxylic acid",C11H9N3O2SSe,326.24,,high,confirmed,13
TZ03,Carboluciferin,"(R)-5-(6-hydroxybenzothiazol-2-yl)-3,4-dihydro-2H-pyrrole-2-carboxylic acid; Ioka 2016 analogue 6; Pyrr-LH2; pyrroline luciferin analogue",Thiazoline-ring-modified and truncated luciferins,thiazoline,benzothiazole,aromatic thiazole,O=C(O)[C@H]1CCC(c2nc3ccc(O)cc3s2)=N1,ZESOAUFAZBONCH-SECBINFHSA-N,"(2R)-5-(6-hydroxy-1,3-benzothiazol-2-yl)-3,4-dihydro-2H-pyrrole-2-carboxylic acid",C12H10N2O3S,262.29,,high,confirmed,11
TZ04,"D,L-homoluciferin",compound 17 in Meroni et al. 2009; homoluciferin,Thiazoline-ring-modified and truncated luciferins,thiazoline,benzothiazole,aromatic thiazole,O=C(O)C1CCSC(c2nc3ccc(O)cc3s2)=N1,JFAHVLRPWFVXIK-UHFFFAOYSA-N,"2-(6-hydroxy-1,3-benzothiazol-2-yl)-5,6-dihydro-4H-1,3-thiazine-4-carboxylic acid",C12H10N2O3S2,294.36,racemate,high,unverified,0
TZ05,decarboxyluciferin,"2-(6-hydroxybenzothiazol-2-yl)-4,5-dihydrothiazole; compound 19b in Meroni et al. 2009",Thiazoline-ring-modified and truncated luciferins,thiazoline,benzothiazole,thiazoline (natural),Oc1ccc2nc(C3=NCCS3)sc2c1,RGQRPLWPFIWZQZ-UHFFFAOYSA-N,"2-(6-hydroxy-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole",C10H8N2OS2,236.32,,high,unverified,2
