compound_id,name,aliases,structural_class,class_key,subfamily,ring_of_the_acid,smiles,inchikey,iupac_name,molecular_formula,mw,stereochemistry,structure_confidence,structure_verified,n_measurements
PN10,Benzimidazole infraluciferin (BIiLH2),BIiLH2; DL-BIiLH2; compound 13 (Anderson 2019),pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzimidazole,thiazoline (natural),O=C(O)C1CSC(/C=C/c2nc3ccc(O)cc3[nH]2)=N1,GJPGGBYVNOCWNM-ONEGZZNKSA-N,"(E)-2-(2-(6-hydroxy-1H-benzimidazol-2-yl)vinyl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid (racemic)",C13H11N3O3S,289.32,racemate,high,confirmed,2
PN11,Biphenyl-type luciferin analogue 1a (Miura 2013),"(S)-2-(4'-(dimethylamino)-[1,1'-biphenyl]-4-yl)-4,5-dihydrothiazole-4-carboxylic acid",pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),CN(C)c1ccc(-c2ccc(C3=N[C@@H](C(=O)O)CS3)cc2)cc1,PDXGSBATMIYLRS-MRXNPFEDSA-N,"(S)-2-(4'-(Dimethylamino)--4-yl)-4,5-dihydrothiazole-4-carboxylic acid",C18H18N2O2S,326.42,,high,confirmed,5
PN12,Biphenyl-type luciferin analogue 1b (Miura 2013),"(S)-2-(4'-hydroxy-[1,1'-biphenyl]-4-yl)-4,5-dihydrothiazole-4-carboxylic acid",pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),O=C(O)[C@H]1CSC(c2ccc(-c3ccc(O)cc3)cc2)=N1,OXZAGOWHGZSHHP-CQSZACIVSA-N,"(S)-2-(4'-Hydroxy--4-yl)-4,5-dihydrothiazole-4-carboxylic acid",C16H13NO3S,299.35,,high,confirmed,3
PN13,Biphenyl-type luciferin analogue 1c (Miura 2013),"(S)-2-(4'-amino-[1,1'-biphenyl]-4-yl)-4,5-dihydrothiazole-4-carboxylic acid",pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),Nc1ccc(-c2ccc(C3=N[C@@H](C(=O)O)CS3)cc2)cc1,CVTUQYVAYRTNGS-CQSZACIVSA-N,"(S)-2-(4'-Amino--4-yl)-4,5-dihydrothiazole-4-carboxylic acid",C16H14N2O2S,298.37,,high,confirmed,3
PN14,Iwano 2013 analogue 2a,"(S,E)-2-(4-hydroxystyryl)-4,5-dihydrothiazole-4-carboxylic acid",pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),O=C(O)[C@H]1CSC(/C=C/c2ccc(O)cc2)=N1,SOOQWQQYQUJKPO-QLCVYAKKSA-N,"(S,E)-2-(4-Hydroxystyryl)-4,5-dihydrothiazole-4-carboxylic acid",C12H11NO3S,249.29,,high,confirmed,3
PN15,Iwano 2013 analogue 2d,"(S,E)-2-(3-hydroxystyryl)-4,5-dihydrothiazole-4-carboxylic acid; 3-hydroxystyryl luciferin analogue",pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),O=C(O)[C@H]1CSC(/C=C/c2cccc(O)c2)=N1,MOGSFWSGDFLKEU-ORAHPGNNSA-N,"(S,E)-2-(3-Hydroxystyryl)-4,5-dihydrothiazole-4-carboxylic acid",C12H11NO3S,249.29,,high,confirmed,2
PN16,Iwano 2013 analogue 3a,"(S)-2-((1E,3E)-4-(4-hydroxyphenyl)buta-1,3-dienyl)-4,5-dihydrothiazole-4-carboxylic acid; compound 4 (Kitada 2020)",pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),O=C(O)[C@H]1CSC(/C=C/C=C/c2ccc(O)cc2)=N1,GQWZIPOZISVYIU-JSHDPPCLSA-N,"(S)-2-((1E,3E)-4-(4-Hydroxyphenyl)buta-1,3-dienyl)-4,5-dihydrothiazole-4-carboxylic acid",C14H13NO3S,275.33,,high,confirmed,9
PN17,Kamiya 2021 analogue 1c (dimethylamino phenylhexatriene luciferin),Kamiya 2021 analogue 1c (dimethylamino phenylhexatriene luciferin); phenyl oligoene-type luciferin analogue; Kamiya 2021 phenylhexatriene analogue,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),CN(C)c1ccc(/C=C/C=C/C=C/C2=N[C@@H](C(=O)O)CS2)cc1,CAEVGLVUGSRPES-ODEFYUAYSA-N,"not given in the paper; structure read from Figure 2B (a 4-dimethylaminophenyl group joined to the (4S)-4,5-dihydrothiazole-4-carboxylic acid through an all-E hexa-1,3,5-triene bridge)",C18H20N2O2S,328.44,,high,confirmed,5
PN18,Kamiya 2021 analogue 1d (hydroxy phenylhexatriene luciferin),Kamiya 2021 analogue 1d (hydroxy phenylhexatriene luciferin); phenyl oligoene-type luciferin analogue; Kamiya 2021 phenylhexatriene analogue,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),O=C(O)[C@H]1CSC(/C=C/C=C/C=C/c2ccc(O)cc2)=N1,IEIHZSNLGNPUNT-XNDWYXLHSA-N,"not given in the paper; structure read from Figure 2B (a 4-hydroxyphenyl group joined to the (4S)-4,5-dihydrothiazole-4-carboxylic acid through an all-E hexa-1,3,5-triene bridge)",C16H15NO3S,301.37,,high,confirmed,6
PN19,NapVLuc,"(S,E)-2-(2-(6-hydroxynaphthalen-2-yl)vinyl)-4,5-dihydrothiazole-4-carboxylic acid; 4a (Kitada 2018); Iwano 2013 analogue 2c",pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,naphthalene,thiazoline (natural),O=C(O)[C@H]1CSC(/C=C/c2ccc3cc(O)ccc3c2)=N1,GHFIBEBCBJGODW-HSVJCBRXSA-N,"(4S)-2--4,5-dihydro-1,3-thiazole-4-carboxylic acid",C16H13NO3S,299.35,,high,confirmed,12
PN20,NIRLuc1,NIRLuc1; compound 11a (Ikeda 2020); ring-fused AkaLumine analogue,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),CN1CCc2cc(/C=C/C=C/C3=N[C@@H](C(=O)O)CS3)ccc21,DYJSVBMSVTWSCS-MNXWIYACSA-N,"(4S)-2--4,5-dihydro-1,3-thiazole-4-carboxylic acid",C17H18N2O2S,314.41,,high,confirmed,5
PN21,NIRLuc2,NIRLuc2; compound 11b (Ikeda 2020); ring-fused AkaLumine analogue,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),CN1CCCc2cc(/C=C/C=C/C3=N[C@@H](C(=O)O)CS3)ccc21,ZLPUSVUJVONCBH-SJEAQNOVSA-N,"(4S)-2--4,5-dihydro-1,3-thiazole-4-carboxylic acid",C18H20N2O2S,328.44,,high,confirmed,9
PN22,NIRLuc3,NIRLuc3; compound 11c (Ikeda 2020); ring-fused AkaLumine analogue,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),CN1CCC(C)(C)c2cc(/C=C/C=C/C3=N[C@@H](C(=O)O)CS3)ccc21,IVIMQKHZLZULSF-SQVJQECCSA-N,"(4S)-2--4,5-dihydro-1,3-thiazole-4-carboxylic acid",C20H24N2O2S,356.49,,high,confirmed,5
PN23,NIRLuc4,NIRLuc4; compound 11d (Ikeda 2020); ring-fused AkaLumine analogue,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),CN1CCOc2cc(/C=C/C=C/C3=N[C@@H](C(=O)O)CS3)ccc21,GBHBQJLBMWYURR-LSVCTKACSA-N,"(4S)-2--4,5-dihydro-1,3-thiazole-4-carboxylic acid",C17H18N2O3S,330.41,,high,confirmed,5
PN24,NIRLuc5,NIRLuc5; compound 11e (Ikeda 2020); ring-fused AkaLumine analogue,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),O=C(O)[C@H]1CSC(/C=C/C=C/c2cc3c4c(c2)CCCN4CCC3)=N1,NIAOBBZHIDXUPI-ZHKNKUJSSA-N,"(4S)-2-[(1E,3E)-4-(2,3,6,7-tetrahydro-1H,5H-pyridoquinolin-9-yl)buta-1,3-dien-1-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C20H22N2O2S,354.48,,high,confirmed,5
PN25,NIRLuc6,NIRLuc6; compound 11f (Ikeda 2020); ring-fused AkaLumine analogue,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),CC1=CC(C)(C)N(C)c2ccc(/C=C/C=C/C3=N[C@@H](C(=O)O)CS3)cc21,UMYBDJXBEHOYBC-QGIGQLMMSA-N,"(4S)-2--4,5-dihydro-1,3-thiazole-4-carboxylic acid",C21H24N2O2S,368.5,,high,confirmed,5
PN26,PyrrStyLuc,compound 26 (Miller 2018 review); compound 5 (Mofford 2017); pyrrolidinyl styryl luciferin,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,benzene,thiazoline (natural),O=C(O)[C@H]1CSC(/C=C/c2ccc(N3CCCC3)cc2)=N1,APZYKENQSCOMQL-LHRNQBEKSA-N,"(4S)-2-[(E)-2-ethenyl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C16H18N2O2S,302.4,,high,confirmed,2
PN27,Saito 2019 analogue 1b (3-pyridyl AkaLumine analogue),1b (Saito 2019); 3-pyridyl N-heterocyclic AkaLumine analogue; 6-(dimethylamino)pyridin-3-yl AkaLumine analogue,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,pyridine,thiazoline (natural),CN(C)c1ccc(/C=C/C=C/C2=N[C@@H](C(=O)O)CS2)cn1,ADZKNFGRJHTEAD-JVWOUTOHSA-N,"(S)-2-((1E,3E)-4-(6-(Dimethylamino)pyridin-3-yl)buta-1,3-dien-1-yl)-4,5-dihydrothiazole-4-carboxylic Acid",C15H17N3O2S,303.39,,high,confirmed,7
PN28,Saito 2019 analogue 1d (pyrazinyl AkaLumine analogue),1d (Saito 2019); pyrazine AkaLumine analogue; 5-(dimethylamino)pyrazin-2-yl AkaLumine analogue,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,,thiazoline (natural),CN(C)c1cnc(/C=C/C=C/C2=N[C@@H](C(=O)O)CS2)cn1,FBULQRKLBAMWTK-RHHOKCBPSA-N,"(S)-2-((1E,3E)-4-(5-(dimethylamino)pyrazin-2-yl)buta-1,3-dien-1-yl)-4,5-dihydrothiazole-4-carboxylic acid",C14H16N4O2S,304.38,,high,confirmed,7
PN29,seMpai,N-heterocyclic AkaLumine derivative; Sigma 902268,pi-Extended luciferins in which the benzothiazole is absent,piext_nobt,pyridine,thiazoline (natural),CN(C)c1ccc(/C=C/C=C/C2=N[C@@H](C(=O)O)CS2)nc1,WGXDAPPPMLTSSC-ORQLPXSXSA-N,"(S)-2-((1E,3E)-4-(5-(Dimethylamino)pyridin-2-yl)buta-1,3-dien-1-yl)-4,5-dihydrothiazole-4-carboxylic acid",C15H17N3O2S,303.39,,high,corrected,24
CO01,CouLuc-1-NMe2,CouLuc-1 series (NH2 variant); CouLuc-1 series (NMe2 variant); CouLuc-1 series (OH variant); CouLuc-1-NH2; CouLuc-1-OH; coumarin luciferin,"Coumarin-based luciferins, the CouLuc series",coumarin,coumarin,thiazoline (natural),CN(C)c1ccc2c(c1)O/C(=C\C1=N[C@@H](C(=O)O)CS1)C=C2C(F)(F)F,KPKSZESZJIQYLZ-PGJNLMOESA-N,"(Z)-2-((7-(Dimethylamino)-4-(trifluoromethyl)-2H-chromen-2-ylidene)methyl)-4,5-dihydrothiazole-4-carboxylic acid",C17H15F3N2O3S,384.38,,high,confirmed,17
CO02,CouLuc-3-NH2,pi-extended coumarin luciferin (NH2); CouLuc-3 series,"Coumarin-based luciferins, the CouLuc series",coumarin,coumarin,thiazoline (natural),Nc1ccc2c(c1)O/C(=C\C=C\C1=N[C@@H](C(=O)O)CS1)C=C2C(F)(F)F,IITSFKQIGSVZLB-HQHRYDOASA-N,"(4S)-2-[(1E,3Z)-3-prop-1-en-1-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C17H13F3N2O3S,382.36,,high,confirmed,19
CO03,CouLuc-3-NMe2,pi-extended coumarin luciferin (NMe2); CouLuc-3 series,"Coumarin-based luciferins, the CouLuc series",coumarin,coumarin,thiazoline (natural),CN(C)c1ccc2c(c1)O/C(=C\C=C\C1=N[C@@H](C(=O)O)CS1)C=C2C(F)(F)F,ICRRDWYEPCKGCC-MFLXEFCOSA-N,"(4S)-2-[(1E,3Z)-3-prop-1-en-1-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C19H17F3N2O3S,410.42,,high,confirmed,20
CO04,CouLuc-3-OH,CouLuc-3 series; CouLuc-3-NH2; CouLuc-3-NMe2; pi-extended coumarin luciferin,"Coumarin-based luciferins, the CouLuc series",coumarin,coumarin,thiazoline (natural),O=C(O)[C@H]1CSC(/C=C/C=C2/C=C(C(F)(F)F)c3ccc(O)cc3O2)=N1,KDASQKOQZHONRY-HQHRYDOASA-N,"(4S)-2-[(1E,3Z)-3-prop-1-en-1-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C17H12F3NO4S,383.35,,high,confirmed,28
MI01,2-(4'-Pyridyl)-thiazoline-4-carboxylic acid,XV (White 1965); pyridine analog of luciferin; pyridyl luciferin analogue,Minimal aryl-thiazoline luciferin analogues,minimal,pyridine,thiazoline (natural),O=C(O)C1CSC(c2ccncc2)=N1,RXOSZQRLNYGARB-UHFFFAOYSA-N,"2-(pyridin-4-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C9H8N2O2S,208.24,racemate,high,confirmed,2
MI02,Iwano 2013 analogue 1a,"(S)-2-(4-hydroxyphenyl)-4,5-dihydrothiazole-4-carboxylic acid",Minimal aryl-thiazoline luciferin analogues,minimal,benzene,thiazoline (natural),O=C(O)[C@H]1CSC(c2ccc(O)cc2)=N1,PTRSPGLUBRKDQT-MRVPVSSYSA-N,"(S)-2-(4-Hydroxyphenyl)-4,5-dihydrothiazole-4-carboxylic acid",C10H9NO3S,223.25,,high,confirmed,3
MI03,Iwano 2013 analogue 1b,"(S)-2-(4-(dimethylamino)phenyl)-4,5-dihydrothiazole-4-carboxylic acid",Minimal aryl-thiazoline luciferin analogues,minimal,benzene,thiazoline (natural),CN(C)c1ccc(C2=N[C@@H](C(=O)O)CS2)cc1,KYMSNXXWGNOUCJ-SNVBAGLBSA-N,"(S)-2-(4-(Dimethylamino)phenyl)-4,5-dihydrothiazole-4-carboxylic acid",C12H14N2O2S,250.32,,high,confirmed,3
AP01,2b-AMP (adenylate of DmaVLuc / Iwano 2013 analogue 2b),D-2b-AMP; adenylated 2b; DmaVLuc adenylate; Me2N-StyLuc-AMP,Mechanistic probes and non-substrate analogues,appendix,benzene,thiazoline (natural),CN(C)c1ccc(/C=C/C2=N[C@@H](C(=O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)CS2)cc1,DYZMHFCCSNDKLK-KICLDUAVSA-N,"5'-O-[(4S,E)-2--4,5-dihydro-1,3-thiazole-4-carbonyl] adenosine 5'-phosphate (the mixed carboxylic-phosphoric anhydride of Iwano 2013 analogue 2b with adenosine 5'-monophosphate)",C24H28N7O8PS,605.57,D_enantiomer,high,confirmed,3
AP02,5'-O-[(N-dehydroinfraluciferyl)-sulfamoyl]adenosine,dehydroinfraluciferyl-adenylate mimic; iDLSA,Mechanistic probes and non-substrate analogues,appendix,benzothiazole,aromatic thiazole,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2csc(/C=C/c3nc4ccc(O)cc4s3)n2)[C@@H](O)[C@H]1O,JXXQGJFRVFVJAK-AWGXURSZSA-N,,C23H20N8O8S3,632.66,,high,corrected,2
AP03,AMP-carboluciferin,carboluciferyl-AMP; carboluciferin adenylate; adenylated carboluciferin; AMP-6 (Ioka 2016),Mechanistic probes and non-substrate analogues,appendix,benzothiazole,aromatic thiazole,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)[C@H]2CCC(c3nc4ccc(O)cc4s3)=N2)[C@@H](O)[C@H]1O,GTAHZLHXBDGPKB-GTFSFZJOSA-N,5'-O-adenosine (carboluciferyl adenylate),C22H22N7O9PS,591.5,D_enantiomer,high,confirmed,4
AP04,D-Luciferyl adenylate,AMP-firefly luciferin; D-LH2-AMP; D-Luciferyl-AMP; LH2-AMP; luciferyl-adenylate,Mechanistic probes and non-substrate analogues,appendix,benzothiazole,thiazoline (natural),Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)[C@H]2CSC(c3nc4ccc(O)cc4s3)=N2)[C@@H](O)[C@H]1O,DVLIEEOCYVGZDS-RIWZETFMSA-N,5'-O-adenosine (D-luciferyl adenylate),C21H20N7O9PS2,609.54,D_enantiomer,high,confirmed,8
AP05,Dehydroluciferyl adenylate,L-AMP; dehydroluciferyl-AMP; VI-adenylate (Morton 1969),Mechanistic probes and non-substrate analogues,appendix,benzothiazole,,,,,,,,,unverified,5
CX18,Quinolylaminoluciferin,QAL; Quinolylaminoluciferin: D-(-)-2-(6'-amino-2'-quinolyl)-Delta-2-thiazoline-4-carboxylic acid,Heterocycle-exchanged core luciferins,corex,quinoline,thiazoline (natural),Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)ccc2c1,GCJUQZULQJRMPC-LLVKDONJSA-N,D-(-)-2-(6'-amino-2'-quinolyl)-Delta-2-thiazoline-4-carboxylic acid,C13H11N3O2S,273.32,D_enantiomer,,,5
CX19,Quinolylmethylaminoluciferin,QMAL; Quinolylmethylaminoluciferin: D-(-)-2-(6'-methylamino-2'-quinolyl)-Delta-2-thiazoline-4-carboxylic acid,Heterocycle-exchanged core luciferins,corex,quinoline,thiazoline (natural),CNc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)ccc2c1,WUEJASLOUOBDTH-GFCCVEGCSA-N,D-(-)-2-(6'-methylamino-2'-quinolyl)-Delta-2-thiazoline-4-carboxylic acid,C14H13N3O2S,287.34,D_enantiomer,,,3
CX20,Quinolyldimethylaminoluciferin,QDMAL; Quinolyldimethylaminoluciferin: D-(-)-2-(6'-dimethylamino-2'-quinolyl)-Delta-2-thiazoline-4-carboxylic acid,Heterocycle-exchanged core luciferins,corex,quinoline,thiazoline (natural),CN(C)c1ccc2nc(C3=N[C@@H](C(=O)O)CS3)ccc2c1,BXWBFCOVZBDLIZ-CYBMUJFWSA-N,D-(-)-2-(6'-dimethylamino-2'-quinolyl)-Delta-2-thiazoline-4-carboxylic acid,C15H15N3O2S,301.37,D_enantiomer,,,3
CX21,Naphthylmethylaminoluciferin,NMAL; Naphthylmethylaminoluciferin: D-(-)-2-(6'-methylamino-2'-naphthyl)-Delta-2-thiazoline-4-carboxylic acid,Heterocycle-exchanged core luciferins,corex,naphthalene,thiazoline (natural),CNc1ccc2cc(C3=N[C@@H](C(=O)O)CS3)ccc2c1,PDFYDNPZRJNNNG-CYBMUJFWSA-N,D-(-)-2-(6'-methylamino-2'-naphthyl)-Delta-2-thiazoline-4-carboxylic acid,C15H14N2O2S,286.36,D_enantiomer,,,3
CX22,Coumarylaminoluciferin,CAL; Coumarylaminoluciferin: D-(-)-2-(7'-amino-3'-coumaryl)-Delta-2-thiazoline-4-carboxylic acid,Heterocycle-exchanged core luciferins,corex,coumarin,thiazoline (natural),Nc1ccc2cc(C3=N[C@@H](C(=O)O)CS3)c(=O)oc2c1,CMYWOVABKRGTCV-SECBINFHSA-N,D-(-)-2-(7'-amino-3'-coumaryl)-Delta-2-thiazoline-4-carboxylic acid,C13H10N2O4S,290.3,D_enantiomer,,,5
CX23,Coumarylmethylaminoluciferin,CMAL; Coumarylmethylaminoluciferin: D-(-)-2-(7'-methylamino-3'-coumaryl)-Delta-2-thiazoline-4-carboxylic acid,Heterocycle-exchanged core luciferins,corex,coumarin,thiazoline (natural),CNc1ccc2cc(C3=N[C@@H](C(=O)O)CS3)c(=O)oc2c1,OWTMQYHGBOWCBW-SNVBAGLBSA-N,D-(-)-2-(7'-methylamino-3'-coumaryl)-Delta-2-thiazoline-4-carboxylic acid,C14H12N2O4S,304.33,D_enantiomer,,,3
CX24,Coumaryldimethylaminoluciferin,CDMAL; Coumaryldimethylaminoluciferin: D-(-)-2-(7'-dimethylamino-3'-coumaryl)-Delta-2-thiazoline-4-carboxylic acid,Heterocycle-exchanged core luciferins,corex,coumarin,thiazoline (natural),CN(C)c1ccc2cc(C3=N[C@@H](C(=O)O)CS3)c(=O)oc2c1,NVCCMHIZJXVERX-LLVKDONJSA-N,D-(-)-2-(7'-dimethylamino-3'-coumaryl)-Delta-2-thiazoline-4-carboxylic acid,C15H14N2O4S,318.35,D_enantiomer,,,3
AM26,6'-Ethylaminoluciferin,"3c (R1 = Et, R2 = H); 6'-Ethylaminoluciferin: D-(-)-2-(6'-ethylamino-2'-benzothiazolyl)-Delta-2-thiazoline-4-carboxylic acid","6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),CCNc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,XXTIWMCDLOTLJP-SECBINFHSA-N,D-(-)-2-(6'-ethylamino-2'-benzothiazolyl)-Delta-2-thiazoline-4-carboxylic acid,C13H13N3O2S2,307.4,D_enantiomer,,,3
AM27,6'-Diethylaminoluciferin,"3d (R1 = Et, R2 = Et); 6'-Diethylaminoluciferin: D-(-)-2-(6'-diethylamino-2'-benzothiazolyl)-Delta-2-thiazoline-4-carboxylic acid","6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),CCN(CC)c1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,NYTNGXNFUABNNQ-LLVKDONJSA-N,D-(-)-2-(6'-diethylamino-2'-benzothiazolyl)-Delta-2-thiazoline-4-carboxylic acid,C15H17N3O2S2,335.45,D_enantiomer,,,3
AM28,6'-Benzylaminoluciferin,"3e (R1 = benzyl, R2 = H); 6'-Benzylaminoluciferin: D-(-)-2-(6'-benzylamino-2'-benzothiazolyl)-Delta-2-thiazoline-4-carboxylic acid","6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NCc4ccccc4)cc3s2)=N1,MPDSAELCXIYJPH-CQSZACIVSA-N,D-(-)-2-(6'-benzylamino-2'-benzothiazolyl)-Delta-2-thiazoline-4-carboxylic acid,C18H15N3O2S2,369.47,D_enantiomer,,,3
AM29,6'-Phenethylaminoluciferin,"3f (R1 = phenylethyl, R2 = H); 6'-Phenethylaminoluciferin: D-(-)-2-(6'-phenethylamino-2'-benzothiazolyl)-Delta-2-thiazoline-4-carboxylic acid","6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NCCc4ccccc4)cc3s2)=N1,PCCPTAINLFWKAM-OAHLLOKOSA-N,D-(-)-2-(6'-phenethylamino-2'-benzothiazolyl)-Delta-2-thiazoline-4-carboxylic acid,C19H17N3O2S2,383.5,D_enantiomer,,,3
AM30,6'-(3-Phenylpropylamino)luciferin,"3g (R1 = phenylpropyl, R2 = H); 6'-(3-Phenylpropylamino)luciferin: D-(-)-2-[6'-(3-phenylpropylamino)-2'-benzothiazolyl]-Delta-2-thiazoline-4-carboxylic acid","6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NCCCc4ccccc4)cc3s2)=N1,AAFXIELCGXOSLF-MRXNPFEDSA-N,D-(-)-2--Delta-2-thiazoline-4-carboxylic acid,C20H19N3O2S2,397.53,D_enantiomer,,,3
AM31,6'-(4-Phenylbutylamino)luciferin,"3h (R1 = phenylbutyl, R2 = H); 6'-(4-Phenylbutylamino)luciferin: D-(-)-2-[6'-(4-phenylbutylamino)-2'-benzothiazolyl]-Delta-2-thiazoline-4-carboxylic acid","6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NCCCCc4ccccc4)cc3s2)=N1,XQSGPRPULSQGIW-QGZVFWFLSA-N,D-(-)-2--Delta-2-thiazoline-4-carboxylic acid,C21H21N3O2S2,411.55,D_enantiomer,,,3
